satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,id_employee,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
3,2,1,1,3,991,4,Oui,22%,31,M,2321,Célibataire,Consulting,Assistant de Direction,0,3,1,0,0,9,2,Transformation Digitale,Aucun,1
4,3,3,4,3,992,3,Non,11%,33,M,17444,Célibataire,Commercial,Senior Manager,1,10,0,0,2,17,3,Infra & Cloud,Aucun,6
4,2,1,3,3,994,4,Oui,20%,29,F,2404,Célibataire,Consulting,Assistant de Direction,6,0,1,0,5,10,3,Infra & Cloud,Occasionnel,0
2,3,4,1,3,995,3,Non,18%,33,F,3452,Célibataire,Consulting,Assistant de Direction,3,3,0,0,4,13,1,Infra & Cloud,Occasionnel,0
4,3,4,4,3,996,3,Non,14%,45,F,2270,Divorcé(e),Consulting,Consultant,3,5,0,2,2,1,4,Transformation Digitale,Occasionnel,0
4,3,4,3,2,997,4,Non,22%,50,M,17399,Divorcé(e),Consulting,Directeur Technique,9,5,0,1,1,1,2,Transformation Digitale,Occasionnel,1
3,4,2,1,3,998,3,Oui,13%,33,F,5488,Marié(e),Consulting,Manager,1,6,0,1,2,1,4,Autre,Frequent,1
1,3,3,2,4,999,3,Non,17%,41,M,19419,Divorcé(e),Consulting,Directeur Technique,2,18,0,1,2,9,3,Transformation Digitale,Frequent,0
3,3,2,2,3,1001,3,Non,14%,27,F,2811,Marié(e),Consulting,Consultant,9,2,0,1,2,16,4,Entrepreunariat,Occasionnel,2
4,3,1,3,3,1002,3,Oui,15%,45,M,3633,Marié(e),Consulting,Consultant,1,9,0,1,2,23,2,Infra & Cloud,Aucun,0
4,3,4,3,3,1003,3,Oui,17%,47,F,4163,Célibataire,Commercial,Cadre Commercial,1,9,0,0,0,4,2,Infra & Cloud,Occasionnel,0
1,3,3,2,3,1004,3,Oui,11%,30,F,2132,Marié(e),Consulting,Assistant de Direction,4,5,1,0,2,22,3,Infra & Cloud,Occasionnel,0
4,3,3,4,3,1005,3,Oui,18%,50,M,13973,Marié(e),Consulting,Tech Lead,3,12,0,1,2,24,3,Infra & Cloud,Occasionnel,1
3,3,3,2,2,1006,3,Non,17%,38,M,2684,Marié(e),Consulting,Assistant de Direction,0,2,0,1,0,10,1,Transformation Digitale,Frequent,0
4,3,3,2,3,1007,3,Non,13%,46,M,10845,Divorcé(e),Consulting,Tech Lead,6,8,0,1,3,7,2,Transformation Digitale,Occasionnel,0
4,2,3,2,3,1009,3,Non,15%,24,F,4377,Divorcé(e),Consulting,Tech Lead,1,4,0,2,6,17,1,Transformation Digitale,Occasionnel,3
3,2,2,4,1,1010,4,Oui,24%,35,M,3743,Divorcé(e),Consulting,Consultant,1,4,1,1,2,14,4,Autre,Occasionnel,0
3,3,1,3,3,1011,3,Non,12%,31,F,4148,Marié(e),Consulting,Tech Lead,1,4,0,1,1,1,1,Infra & Cloud,Frequent,0
2,3,4,4,3,1012,3,Non,15%,18,M,1051,Célibataire,Consulting,Assistant de Direction,1,0,0,0,2,5,2,Infra & Cloud,Aucun,0
3,3,3,3,3,1013,3,Non,11%,54,F,10739,Marié(e),Consulting,Tech Lead,8,10,0,1,2,17,3,Entrepreunariat,Occasionnel,0
3,3,3,3,2,1014,3,Oui,11%,35,F,10388,Divorcé(e),Consulting,Manager,1,16,0,1,3,25,4,Transformation Digitale,Occasionnel,10
2,4,1,3,2,1015,3,Oui,12%,30,F,11416,Marié(e),Consulting,Directeur Technique,0,8,0,3,4,8,2,Infra & Cloud,Occasionnel,1
4,2,1,1,3,1016,3,Oui,15%,20,F,2600,Célibataire,Consulting,Assistant de Direction,1,1,1,0,2,11,3,Transformation Digitale,Occasionnel,0
2,3,2,1,3,1017,3,Non,17%,30,F,2422,Célibataire,Consulting,Consultant,0,3,1,0,3,5,3,Transformation Digitale,Frequent,1
4,4,4,2,3,1018,3,Non,12%,26,M,5472,Marié(e),Consulting,Tech Lead,1,8,0,0,2,2,2,Transformation Digitale,Occasionnel,1
2,1,1,1,2,1019,3,Non,15%,22,M,2451,Marié(e),Consulting,Consultant,1,4,0,1,3,8,1,Infra & Cloud,Occasionnel,1
1,2,3,4,3,1022,3,Non,13%,48,M,4240,Célibataire,Consulting,Manager,2,2,0,0,0,6,3,Infra & Cloud,Occasionnel,2
3,2,3,2,3,1024,3,Non,14%,48,M,10999,Célibataire,Consulting,Manager,7,15,0,0,3,4,4,Infra & Cloud,Occasionnel,4
4,3,3,2,3,1025,3,Non,14%,41,F,5003,Célibataire,Consulting,Tech Lead,6,2,0,0,6,7,2,Transformation Digitale,Occasionnel,2
4,2,4,3,3,1026,3,Non,16%,39,F,12742,Marié(e),Consulting,Tech Lead,1,21,0,1,3,1,1,Infra & Cloud,Occasionnel,11
1,3,4,2,3,1027,3,Non,18%,27,F,4227,Marié(e),Consulting,Tech Lead,0,3,0,1,2,2,4,Infra & Cloud,Occasionnel,2
2,3,4,1,2,1028,4,Non,20%,35,M,3917,Divorcé(e),Consulting,Consultant,1,3,0,1,4,10,3,Autre,Occasionnel,1
4,3,3,2,4,1029,3,Non,13%,42,M,18303,Marié(e),Commercial,Senior Manager,6,1,0,0,3,5,2,Marketing,Occasionnel,0
1,3,4,2,3,1030,3,Non,18%,50,M,2380,Marié(e),Consulting,Consultant,4,1,0,0,5,9,3,Infra & Cloud,Occasionnel,0
3,2,4,1,3,1032,3,Oui,13%,59,F,13726,Célibataire,Consulting,Tech Lead,3,5,0,0,4,2,3,Infra & Cloud,Occasionnel,4
1,1,2,1,1,1033,3,Non,15%,37,F,4777,Marié(e),Consulting,Manager,5,1,1,0,2,11,2,Transformation Digitale,Occasionnel,0
3,3,2,4,3,1034,3,Oui,14%,55,M,6385,Marié(e),Consulting,Manager,3,8,0,2,3,18,4,Transformation Digitale,Frequent,6
2,1,3,2,3,1035,4,Non,22%,41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,21,0,2,3,7,1,Infra & Cloud,Aucun,5
2,3,4,3,3,1036,3,Oui,12%,38,M,6861,Célibataire,Commercial,Cadre Commercial,8,1,0,0,1,3,4,Infra & Cloud,Occasionnel,0
2,1,1,4,3,1037,3,Non,18%,26,M,4969,Célibataire,Commercial,Cadre Commercial,8,2,1,0,6,29,2,Transformation Digitale,Aucun,2
1,1,4,4,3,1038,3,Non,15%,52,F,19845,Marié(e),Commercial,Senior Manager,1,32,1,1,3,2,1,Marketing,Occasionnel,6
4,4,4,3,3,1039,3,Oui,18%,44,F,13320,Marié(e),Commercial,Cadre Commercial,3,12,0,1,2,28,3,Transformation Digitale,Occasionnel,11
4,3,3,1,3,1040,3,Non,12%,50,F,6347,Marié(e),Commercial,Cadre Commercial,0,18,0,1,3,1,3,Infra & Cloud,Aucun,0
3,4,1,3,3,1042,3,Non,16%,36,F,2743,Célibataire,Consulting,Consultant,1,17,1,0,1,16,4,Infra & Cloud,Occasionnel,15
4,3,1,3,3,1043,3,Oui,13%,39,F,10880,Célibataire,Consulting,Tech Lead,1,21,0,0,2,22,3,Transformation Digitale,Frequent,2
2,2,4,4,2,1044,3,Non,19%,33,F,2342,Célibataire,Commercial,Représentant Commercial,0,2,0,0,2,8,1,Infra & Cloud,Aucun,2
4,3,4,2,4,1045,3,Non,13%,45,F,17650,Marié(e),Commercial,Senior Manager,3,9,0,1,4,11,2,Infra & Cloud,Occasionnel,1
4,3,3,2,3,1046,3,Non,12%,32,F,4025,Célibataire,Consulting,Consultant,9,8,0,0,2,29,4,Transformation Digitale,Aucun,7
2,4,4,4,2,1047,3,Non,11%,34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,15,0,1,2,1,4,Marketing,Occasionnel,0
2,3,4,3,1,1048,3,Oui,14%,59,M,11904,Marié(e),Commercial,Senior Manager,3,6,0,1,1,1,2,Entrepreunariat,Occasionnel,0
2,3,2,1,3,1049,3,Non,16%,45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,0,0,3,24,4,Transformation Digitale,Occasionnel,0
3,2,2,1,3,1050,3,Non,12%,53,F,7525,Marié(e),Commercial,Cadre Commercial,2,15,0,1,2,2,3,Marketing,Frequent,6
1,3,3,2,2,1052,3,Non,14%,36,M,4834,Divorcé(e),Consulting,Consultant,7,1,1,1,3,15,3,Autre,Occasionnel,0
1,3,1,2,3,1053,3,Oui,14%,26,M,2042,Marié(e),Consulting,Assistant de Direction,6,3,1,1,2,2,3,Infra & Cloud,Frequent,1
3,3,3,4,3,1055,3,Oui,19%,34,F,2220,Marié(e),Commercial,Représentant Commercial,1,1,0,1,2,10,4,Infra & Cloud,Occasionnel,0
4,3,2,2,3,1056,4,Non,22%,28,M,1052,Marié(e),Commercial,Représentant Commercial,1,1,0,0,5,10,1,Transformation Digitale,Occasionnel,0
3,3,3,1,3,1060,3,Non,16%,38,M,2821,Marié(e),Consulting,Assistant de Direction,3,2,0,1,2,3,4,Autre,Frequent,2
2,3,3,4,2,1061,3,Oui,11%,50,M,19237,Marié(e),Consulting,Directeur Technique,2,8,0,1,2,2,4,Transformation Digitale,Occasionnel,7
4,3,2,1,2,1062,3,Non,15%,37,F,4107,Célibataire,Consulting,Manager,3,4,0,0,3,3,3,Autre,Occasionnel,0
3,3,1,2,2,1066,3,Non,14%,40,M,8396,Marié(e),Commercial,Cadre Commercial,1,7,0,1,3,26,3,Marketing,Occasionnel,7
1,2,3,3,3,1068,3,Non,13%,26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,0,2,5,1,1,Transformation Digitale,Frequent,1
4,3,4,4,3,1069,3,Non,17%,46,M,19627,Divorcé(e),Consulting,Directeur Technique,9,2,0,2,0,1,4,Transformation Digitale,Occasionnel,2
3,2,3,2,3,1070,3,Non,11%,54,F,10686,Marié(e),Commercial,Cadre Commercial,6,9,0,1,4,2,4,Infra & Cloud,Occasionnel,7
1,3,3,2,3,1071,3,Non,19%,56,F,2942,Marié(e),Consulting,Assistant de Direction,2,5,0,1,4,9,3,Transformation Digitale,Frequent,0
4,2,4,2,2,1073,3,Non,11%,36,F,8858,Célibataire,Consulting,Tech Lead,0,14,0,0,2,12,5,Transformation Digitale,Occasionnel,7
3,2,1,2,4,1074,3,Non,15%,55,M,16756,Célibataire,Consulting,Senior Manager,7,9,0,0,3,2,1,Transformation Digitale,Aucun,6
3,2,4,3,3,1076,3,Non,13%,43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,1,0,1,5,25,3,Transformation Digitale,Occasionnel,0
4,3,4,2,3,1077,3,Oui,14%,20,F,2323,Célibataire,Commercial,Représentant Commercial,1,2,1,0,3,9,3,Marketing,Frequent,0
3,2,1,1,2,1079,3,Non,13%,21,F,1416,Célibataire,Consulting,Consultant,1,1,1,0,6,10,3,Infra & Cloud,Occasionnel,1
4,2,1,1,3,1080,4,Oui,23%,46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,16,0,3,2,8,4,Infra & Cloud,Occasionnel,1
1,3,3,3,4,1081,3,Oui,12%,51,M,2461,Marié(e),Consulting,Assistant de Direction,9,10,1,3,2,4,4,Infra & Cloud,Occasionnel,2
2,2,1,1,2,1082,3,Non,12%,28,M,8722,Célibataire,Consulting,Manager,1,10,1,0,2,24,2,Entrepreunariat,Aucun,1
1,2,1,1,3,1083,3,Non,16%,26,M,3955,Marié(e),Consulting,Consultant,1,5,0,2,2,1,2,Transformation Digitale,Occasionnel,1
3,3,1,3,2,1084,3,Non,15%,30,M,9957,Marié(e),Consulting,Tech Lead,0,6,0,1,1,20,3,Autre,Occasionnel,0
2,4,3,3,3,1085,3,Non,13%,41,F,3376,Marié(e),Consulting,Assistant de Direction,1,10,0,0,3,7,2,Entrepreunariat,Occasionnel,0
3,2,3,1,2,1088,3,Non,18%,38,F,8823,Marié(e),Consulting,Manager,0,19,0,1,4,17,1,Infra & Cloud,Occasionnel,1
1,3,4,4,3,1092,4,Non,20%,40,M,10322,Marié(e),Consulting,Manager,4,11,0,1,6,20,4,Entrepreunariat,Occasionnel,11
1,1,3,4,3,1094,3,Non,19%,27,M,4621,Marié(e),Consulting,Consultant,1,3,0,3,4,8,5,Infra & Cloud,Aucun,1
4,3,2,2,3,1096,3,Non,18%,55,M,10976,Marié(e),Consulting,Tech Lead,3,3,0,1,4,2,1,Infra & Cloud,Frequent,1
3,3,3,4,4,1097,3,Non,13%,28,F,3660,Célibataire,Consulting,Assistant de Direction,3,8,0,0,4,10,3,Autre,Occasionnel,1
2,2,1,4,3,1098,3,Non,14%,44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,20,1,1,1,1,2,Transformation Digitale,Occasionnel,3
4,2,4,3,3,1099,3,Non,15%,33,M,7119,Divorcé(e),Consulting,Manager,4,3,0,1,2,5,3,Infra & Cloud,Occasionnel,1
4,3,1,1,3,1100,4,Oui,22%,35,M,9582,Célibataire,Commercial,Cadre Commercial,0,8,1,0,2,4,3,Entrepreunariat,Occasionnel,4
1,2,3,2,3,1101,4,Non,22%,33,F,4508,Célibataire,Consulting,Assistant de Direction,1,13,1,0,4,29,4,Transformation Digitale,Frequent,3
1,3,3,4,2,1102,3,Non,16%,28,M,2207,Divorcé(e),Consulting,Consultant,1,4,0,1,5,15,2,Infra & Cloud,Occasionnel,2
1,3,4,3,2,1103,3,Non,17%,34,M,7756,Célibataire,Consulting,Manager,0,6,0,0,1,3,1,Infra & Cloud,Frequent,0
4,2,4,3,3,1105,3,Oui,14%,37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,1,0,3,5,10,4,Infra & Cloud,Occasionnel,0
4,3,4,2,4,1106,3,Oui,15%,25,M,3691,Marié(e),Consulting,Consultant,1,7,1,1,3,4,1,Entrepreunariat,Occasionnel,5
1,3,3,3,2,1107,4,Non,20%,26,M,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,0,21,3,Transformation Digitale,Occasionnel,0
1,2,2,2,3,1108,4,Oui,20%,33,M,2313,Célibataire,Consulting,Assistant de Direction,4,2,1,0,0,25,3,Transformation Digitale,Occasionnel,2
4,3,1,4,3,1109,3,Non,17%,42,M,17665,Marié(e),Consulting,Senior Manager,0,22,0,1,3,2,2,Transformation Digitale,Occasionnel,13
1,2,2,1,3,1111,3,Non,15%,28,M,2596,Divorcé(e),Consulting,Consultant,1,1,1,2,2,1,3,Transformation Digitale,Frequent,0
4,3,3,4,3,1113,3,Oui,14%,50,M,4728,Célibataire,Commercial,Cadre Commercial,3,0,1,0,4,1,4,Autre,Frequent,0
4,3,2,3,3,1114,3,Non,17%,33,F,4302,Marié(e),Commercial,Cadre Commercial,0,3,0,1,3,7,3,Infra & Cloud,Frequent,0
3,2,4,4,3,1115,3,Non,17%,34,M,2979,Marié(e),Consulting,Assistant de Direction,3,0,0,3,2,3,4,Infra & Cloud,Aucun,0
1,4,4,3,2,1116,4,Non,22%,48,M,16885,Célibataire,Consulting,Senior Manager,2,5,0,0,3,1,4,Transformation Digitale,Aucun,2
2,2,3,4,3,1117,3,Non,13%,45,F,5593,Marié(e),Commercial,Cadre Commercial,1,15,0,1,2,9,4,Infra & Cloud,Aucun,4
2,3,2,4,3,1118,3,Non,19%,52,M,10445,Célibataire,Consulting,Manager,7,8,0,0,4,7,4,Infra & Cloud,Occasionnel,4
3,2,3,2,3,1119,3,Oui,14%,38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,8,0,2,2,10,4,Marketing,Occasionnel,2
3,3,4,1,3,1120,4,Non,22%,29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,7,0,1,1,28,4,Infra & Cloud,Occasionnel,1
4,3,2,2,2,1121,3,Non,17%,28,F,7655,Divorcé(e),Consulting,Tech Lead,0,9,0,3,3,3,3,Transformation Digitale,Occasionnel,1
1,3,3,4,3,1124,3,Non,12%,46,M,17465,Marié(e),Commercial,Senior Manager,3,12,0,1,3,3,1,Marketing,Occasionnel,4
4,3,2,3,3,1125,3,Non,16%,38,M,7351,Célibataire,Commercial,Cadre Commercial,7,1,0,0,2,2,2,Marketing,Occasionnel,0
3,3,1,3,3,1126,3,Non,11%,43,F,10820,Marié(e),Consulting,Tech Lead,8,8,0,1,1,27,3,Infra & Cloud,Frequent,0
1,3,4,4,3,1127,3,Non,11%,39,M,12169,Divorcé(e),Consulting,Manager,7,18,1,3,4,2,3,Infra & Cloud,Frequent,11
3,2,3,1,4,1128,3,Non,14%,40,M,19626,Célibataire,Consulting,Directeur Technique,1,20,0,0,2,14,3,Transformation Digitale,Occasionnel,4
4,2,2,3,4,1131,3,Oui,11%,21,F,2070,Célibataire,Consulting,Assistant de Direction,1,2,0,0,6,1,1,Entrepreunariat,Occasionnel,2
3,3,2,3,2,1132,3,Non,15%,39,M,6782,Célibataire,Consulting,Consultant,9,5,0,0,2,9,3,Infra & Cloud,Aucun,0
1,3,4,1,3,1133,4,Non,20%,36,M,7779,Célibataire,Consulting,Tech Lead,2,11,0,0,0,18,4,Infra & Cloud,Aucun,0
3,4,4,1,3,1135,3,Non,12%,31,M,2791,Marié(e),Commercial,Représentant Commercial,0,2,0,1,4,20,3,Infra & Cloud,Frequent,2
1,2,2,1,1,1136,3,Non,17%,28,M,3201,Marié(e),Consulting,Assistant de Direction,0,5,0,0,2,2,1,Infra & Cloud,Occasionnel,0
4,3,4,4,3,1137,3,Non,11%,35,M,4968,Divorcé(e),Commercial,Cadre Commercial,1,5,0,1,3,11,2,Marketing,Frequent,0
4,2,2,2,3,1138,3,Non,17%,49,M,13120,Marié(e),Commercial,Cadre Commercial,6,9,0,1,3,8,4,Entrepreunariat,Occasionnel,2
4,3,3,4,2,1140,3,Non,11%,34,M,4033,Célibataire,Consulting,Tech Lead,2,3,0,0,3,2,2,Infra & Cloud,Frequent,0
4,3,2,4,2,1143,3,Non,14%,29,F,3291,Divorcé(e),Consulting,Assistant de Direction,0,7,0,2,2,10,3,Infra & Cloud,Frequent,1
2,1,4,1,3,1148,3,Non,19%,42,M,4272,Célibataire,Consulting,Consultant,4,1,0,0,3,29,3,Transformation Digitale,Occasionnel,0
2,2,4,3,2,1150,3,Oui,15%,29,M,5056,Marié(e),Consulting,Tech Lead,1,10,0,1,2,8,1,Transformation Digitale,Occasionnel,1
3,4,3,4,4,1152,3,Non,13%,38,M,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,7,0,1,2,1,3,Ressources Humaines,Occasionnel,5
3,2,3,4,3,1154,3,Oui,14%,28,M,2703,Divorcé(e),Consulting,Assistant de Direction,1,3,0,1,2,6,3,Infra & Cloud,Frequent,0
3,3,3,4,3,1156,3,Non,12%,18,M,1904,Célibataire,Consulting,Consultant,1,0,1,0,0,8,1,Transformation Digitale,Aucun,0
1,3,1,1,3,1157,3,Oui,17%,33,F,8224,Célibataire,Commercial,Cadre Commercial,0,5,1,0,3,9,4,Marketing,Occasionnel,0
2,3,4,1,3,1158,3,Oui,11%,41,M,4766,Marié(e),Consulting,Consultant,3,1,0,1,4,12,4,Infra & Cloud,Occasionnel,0
3,3,3,3,2,1160,3,Non,12%,31,M,2610,Marié(e),Consulting,Consultant,1,2,1,1,5,15,3,Transformation Digitale,Frequent,2
3,2,4,3,3,1161,3,Non,13%,37,F,5731,Divorcé(e),Consulting,Manager,7,6,0,2,2,25,2,Transformation Digitale,Occasionnel,1
4,2,3,3,3,1162,3,Non,13%,27,M,2539,Marié(e),Consulting,Assistant de Direction,1,4,0,1,0,6,3,Infra & Cloud,Occasionnel,2
2,3,3,1,2,1163,4,Non,20%,34,F,5714,Marié(e),Commercial,Cadre Commercial,1,6,0,0,3,9,1,Infra & Cloud,Occasionnel,1
3,3,3,2,1,1164,3,Non,17%,35,M,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,5,0,0,2,8,4,Entrepreunariat,Occasionnel,1
4,2,1,1,1,1165,3,Non,13%,29,F,7336,Marié(e),Commercial,Cadre Commercial,1,11,1,1,3,23,1,Infra & Cloud,Occasionnel,3
2,3,3,3,2,1166,3,Non,17%,40,F,13499,Célibataire,Consulting,Directeur Technique,9,18,0,0,3,9,4,Transformation Digitale,Frequent,2
3,3,1,2,2,1167,3,Oui,12%,42,M,13758,Célibataire,Commercial,Cadre Commercial,0,21,1,0,2,12,3,Infra & Cloud,Frequent,13
2,3,1,4,4,1171,3,Non,13%,42,M,5155,Célibataire,Commercial,Cadre Commercial,7,6,0,0,3,4,4,Marketing,Occasionnel,1
4,2,3,2,3,1172,3,Non,12%,35,M,2258,Marié(e),Consulting,Consultant,6,8,0,1,2,1,4,Transformation Digitale,Occasionnel,1
4,3,2,4,3,1173,4,Non,22%,24,M,3597,Célibataire,Consulting,Consultant,8,4,0,0,2,24,3,Transformation Digitale,Occasionnel,1
3,3,4,4,2,1175,3,Oui,11%,28,F,2515,Marié(e),Consulting,Consultant,1,1,1,0,4,12,1,Infra & Cloud,Occasionnel,0
1,4,4,2,3,1177,4,Non,22%,26,M,4420,Marié(e),Consulting,Consultant,1,8,0,1,2,3,4,Transformation Digitale,Occasionnel,0
3,2,3,1,3,1179,3,Non,18%,30,M,6578,Marié(e),Commercial,Cadre Commercial,1,10,0,1,3,10,3,Marketing,Occasionnel,1
3,2,4,4,1,1180,3,Oui,13%,40,F,4422,Marié(e),Consulting,Assistant de Direction,3,1,0,1,3,26,2,Transformation Digitale,Frequent,0
3,2,2,2,4,1182,3,Non,18%,35,M,10274,Divorcé(e),Consulting,Tech Lead,2,7,0,1,2,2,3,Infra & Cloud,Occasionnel,6
4,2,1,3,3,1184,4,Non,20%,34,M,5343,Célibataire,Consulting,Manager,0,13,0,0,3,1,3,Transformation Digitale,Frequent,4
4,2,4,2,4,1185,3,Non,13%,35,M,2376,Marié(e),Consulting,Consultant,1,2,0,1,2,4,4,Autre,Frequent,2
1,1,3,2,2,1188,3,Non,13%,43,F,5346,Célibataire,Commercial,Cadre Commercial,8,4,1,0,2,9,3,Marketing,Occasionnel,1
3,3,1,3,3,1190,3,Non,12%,32,F,2827,Divorcé(e),Commercial,Représentant Commercial,1,1,0,3,3,2,1,Infra & Cloud,Aucun,0
4,3,1,4,3,1191,3,Non,13%,56,F,19943,Divorcé(e),Consulting,Senior Manager,4,5,0,1,2,4,4,Entrepreunariat,Occasionnel,4
2,3,4,1,3,1192,3,Non,13%,29,F,3131,Marié(e),Consulting,Consultant,1,10,0,1,5,6,1,Transformation Digitale,Occasionnel,0
3,3,1,3,3,1193,4,Non,25%,19,M,2552,Célibataire,Consulting,Assistant de Direction,1,1,0,0,4,9,2,Infra & Cloud,Occasionnel,0
1,3,3,3,2,1195,3,Oui,19%,45,F,4477,Marié(e),Consulting,Assistant de Direction,4,3,0,1,2,7,3,Transformation Digitale,Occasionnel,0
4,2,4,2,2,1196,3,Non,13%,37,F,6474,Marié(e),Consulting,Tech Lead,1,14,0,1,2,1,3,Infra & Cloud,Occasionnel,3
1,2,3,1,2,1198,3,Non,12%,20,M,3033,Célibataire,Consulting,Consultant,1,2,0,0,2,3,3,Infra & Cloud,Occasionnel,1
3,3,3,3,3,1200,3,Oui,11%,44,M,2936,Célibataire,Consulting,Assistant de Direction,1,6,1,0,4,10,4,Infra & Cloud,Occasionnel,0
4,3,3,2,3,1201,3,Non,18%,53,F,18606,Divorcé(e),Consulting,Senior Manager,3,7,0,1,6,7,2,Transformation Digitale,Occasionnel,4
2,1,4,1,2,1202,3,Oui,18%,29,F,2168,Marié(e),Consulting,Assistant de Direction,0,5,0,1,2,15,1,Infra & Cloud,Occasionnel,1
3,2,4,2,3,1203,3,Oui,11%,22,M,2853,Marié(e),Consulting,Assistant de Direction,0,0,1,1,5,3,4,Infra & Cloud,Frequent,0
3,3,1,1,3,1204,4,Non,23%,46,F,17048,Marié(e),Commercial,Senior Manager,8,26,0,0,2,2,3,Marketing,Occasionnel,15
4,1,3,4,3,1206,3,Non,13%,44,M,2290,Célibataire,Consulting,Assistant de Direction,2,0,0,0,3,17,3,Infra & Cloud,Aucun,0
2,3,3,4,3,1207,3,Non,13%,33,M,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,5,0,1,2,2,3,Ressources Humaines,Occasionnel,1
1,2,1,1,1,1210,3,Non,17%,41,M,2107,Divorcé(e),Consulting,Assistant de Direction,6,1,1,1,2,5,2,Infra & Cloud,Aucun,0
3,3,1,3,3,1211,3,Non,19%,30,M,4115,Divorcé(e),Commercial,Cadre Commercial,8,4,0,3,3,29,4,Infra & Cloud,Occasionnel,0
2,3,2,4,3,1212,3,Non,12%,40,M,4327,Marié(e),Commercial,Cadre Commercial,5,0,0,3,2,2,4,Transformation Digitale,Frequent,0
4,3,1,3,3,1215,4,Non,22%,50,F,17856,Marié(e),Consulting,Senior Manager,2,2,0,1,3,2,3,Transformation Digitale,Frequent,2
4,2,1,3,3,1216,3,Non,12%,28,M,3196,Marié(e),Consulting,Consultant,1,6,0,3,2,19,4,Transformation Digitale,Occasionnel,3
4,3,2,1,3,1217,3,Non,11%,46,M,19081,Marié(e),Consulting,Directeur Technique,5,4,0,1,2,15,2,Infra & Cloud,Occasionnel,0
3,3,1,4,3,1218,3,Oui,15%,35,M,8966,Marié(e),Commercial,Cadre Commercial,3,7,0,3,2,17,4,Infra & Cloud,Occasionnel,1
4,3,2,1,1,1219,3,Non,13%,24,F,2210,Marié(e),Consulting,Consultant,1,1,1,1,3,17,2,Infra & Cloud,Occasionnel,0
2,3,3,1,2,1220,3,Non,12%,33,F,4539,Marié(e),Commercial,Cadre Commercial,1,10,0,1,3,25,3,Transformation Digitale,Frequent,0
3,1,3,3,3,1221,3,Non,14%,36,M,2741,Divorcé(e),Consulting,Consultant,1,7,0,1,4,6,4,Infra & Cloud,Occasionnel,1
3,3,3,1,2,1224,3,Non,13%,30,M,3491,Divorcé(e),Consulting,Consultant,1,10,0,3,4,7,4,Infra & Cloud,Occasionnel,8
4,3,4,2,3,1225,4,Non,25%,44,M,4541,Célibataire,Consulting,Assistant de Direction,1,20,0,0,3,29,4,Autre,Occasionnel,13
3,4,4,4,3,1226,3,Non,17%,20,M,2678,Célibataire,Commercial,Représentant Commercial,1,2,0,0,2,21,3,Marketing,Occasionnel,2
4,3,4,3,2,1228,3,Non,11%,46,M,7379,Divorcé(e),Consulting,Tech Lead,2,6,0,1,3,2,4,Entrepreunariat,Occasionnel,1
4,4,1,1,4,1231,3,Non,16%,42,M,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,4,0,1,3,2,5,Transformation Digitale,Aucun,0
2,4,4,2,3,1233,3,Oui,18%,60,M,5220,Divorcé(e),Commercial,Cadre Commercial,0,11,0,1,3,7,4,Marketing,Occasionnel,1
3,2,2,3,3,1234,4,Non,20%,32,F,2743,Marié(e),Consulting,Consultant,1,2,0,1,2,13,3,Autre,Frequent,2
4,3,3,4,3,1235,3,Oui,14%,32,F,4998,Célibataire,Consulting,Assistant de Direction,4,8,0,0,2,2,2,Infra & Cloud,Frequent,0
3,1,1,3,3,1237,4,Oui,21%,36,F,10252,Divorcé(e),Consulting,Tech Lead,2,7,0,1,2,1,3,Entrepreunariat,Occasionnel,7
1,3,4,2,3,1238,3,Non,13%,33,M,2781,Marié(e),Consulting,Assistant de Direction,0,14,0,1,5,9,3,Transformation Digitale,Occasionnel,4
2,2,2,2,4,1239,3,Non,12%,40,F,6852,Divorcé(e),Commercial,Cadre Commercial,7,5,0,1,2,10,3,Entrepreunariat,Occasionnel,1
3,3,4,2,3,1240,3,Non,14%,25,M,4950,Célibataire,Commercial,Cadre Commercial,0,4,0,0,4,10,4,Infra & Cloud,Occasionnel,1
